elm_func,elm_n_neurons,MAE,w2vwindow_size,w2vdimensions,w2vword_min_count,w2vtraining_epochs
tanh,140,1.0594007472417106,2,80,1,15
rbf_l2,140,1.0663117230601826,2,80,1,15
lin,160,1.104904219060566,2,80,1,15
tanh,160,1.0505460238689808,2,80,1,15
rbf_l2,160,1.0672987005461108,2,80,1,15
lin,40,1.1233950209067207,2,80,3,15
tanh,40,1.1398838634961603,2,80,3,15
rbf_l2,40,1.143723785003511,2,80,3,15
lin,60,1.107678328222921,2,80,3,15
tanh,60,1.11644338902068,2,80,3,15
rbf_l2,60,1.120132743901466,2,80,3,15
lin,80,1.0956722303650661,2,80,3,15
tanh,80,1.104677634177956,2,80,3,15
rbf_l2,80,1.1010232539512717,2,80,3,15
lin,120,1.0979621773479793,2,80,3,15
tanh,120,1.0566910170986723,2,80,3,15
rbf_l2,120,1.0578848719862903,2,80,3,15
lin,140,1.0944376535088503,2,80,3,15
tanh,140,1.0701065137395518,2,80,3,15
rbf_l2,140,1.0712926043732653,2,80,3,15
lin,160,1.092320239092766,2,80,3,15
tanh,160,1.0729001275716425,2,80,3,15
rbf_l2,160,1.0624170251171834,2,80,3,15
lin,40,1.1342954990451122,2,80,5,15
tanh,40,1.1447743959194177,2,80,5,15
rbf_l2,40,1.1340515155159518,2,80,5,15
lin,60,1.1126977489702008,2,80,5,15
tanh,60,1.1313449523284616,2,80,5,15
rbf_l2,60,1.1086541575943134,2,80,5,15
lin,80,1.1087395508169635,2,80,5,15
tanh,80,1.0934040080289888,2,80,5,15
rbf_l2,80,1.1116812764236594,2,80,5,15
lin,120,1.0903592506863482,2,80,5,15
tanh,120,1.0916071966917489,2,80,5,15
rbf_l2,120,1.0704123762209092,2,80,5,15
lin,140,1.095261753137107,2,80,5,15
tanh,140,1.0788837445107546,2,80,5,15
rbf_l2,140,1.0675009395643495,2,80,5,15
lin,160,1.0902246921116894,2,80,5,15
tanh,160,1.0627016198514698,2,80,5,15
rbf_l2,160,1.0451736465219665,2,80,5,15
lin,40,1.1311494892404876,5,80,1,15
tanh,40,1.1251099314894113,5,80,1,15
rbf_l2,40,1.139674149812938,5,80,1,15
lin,60,1.1016544184741688,5,80,1,15
tanh,60,1.1037437282019165,5,80,1,15
rbf_l2,60,1.1174786083756179,5,80,1,15
lin,80,1.0820323247884074,5,80,1,15
tanh,80,1.0944856803760323,5,80,1,15
rbf_l2,80,1.0859054461339037,5,80,1,15
lin,120,1.091197861477872,5,80,1,15
tanh,120,1.0707050357363752,5,80,1,15
rbf_l2,120,1.0647102917844016,5,80,1,15
lin,140,1.0885991570342113,5,80,1,15
tanh,140,1.0487310195536563,5,80,1,15
rbf_l2,140,1.051369926426253,5,80,1,15
lin,160,1.086060456626829,5,80,1,15
tanh,160,1.0424864952642432,5,80,1,15
rbf_l2,160,1.0521834941706323,5,80,1,15
lin,40,1.1359570081294446,5,80,3,15
tanh,40,1.1378103326147357,5,80,3,15
rbf_l2,40,1.1370301529152442,5,80,3,15
lin,60,1.0987692813081522,5,80,3,15
tanh,60,1.1009490438631535,5,80,3,15
rbf_l2,60,1.1014927325906605,5,80,3,15
lin,80,1.0889364865581783,5,80,3,15
tanh,80,1.0851499638427053,5,80,3,15
rbf_l2,80,1.0882634972929495,5,80,3,15
lin,120,1.0929952192331993,5,80,3,15
tanh,120,1.059942771539425,5,80,3,15
rbf_l2,120,1.0603720419063836,5,80,3,15
lin,140,1.0842010111532718,5,80,3,15
tanh,140,1.049322752947132,5,80,3,15
rbf_l2,140,1.0467090379833468,5,80,3,15
lin,160,1.0921813656611532,5,80,3,15
tanh,160,1.0431516553607316,5,80,3,15
rbf_l2,160,1.0430317449682602,5,80,3,15
lin,40,1.1358543379157169,5,80,5,15
tanh,40,1.1233628003904115,5,80,5,15
rbf_l2,40,1.1335995850687692,5,80,5,15
lin,60,1.102586991955545,5,80,5,15
tanh,60,1.1133987457305452,5,80,5,15
rbf_l2,60,1.1241245560655162,5,80,5,15
lin,80,1.0818120843317705,5,80,5,15
tanh,80,1.0911515765718531,5,80,5,15
rbf_l2,80,1.0888049657513441,5,80,5,15
lin,120,1.0903926854486705,5,80,5,15
tanh,120,1.0557891931149213,5,80,5,15
rbf_l2,120,1.084003829474296,5,80,5,15
lin,140,1.089626413800335,5,80,5,15
tanh,140,1.045394582895058,5,80,5,15
rbf_l2,140,1.0590553858028522,5,80,5,15
lin,160,1.0953350910084958,5,80,5,15
tanh,160,1.035142053041779,5,80,5,15
rbf_l2,160,1.0523762644368784,5,80,5,15
lin,40,1.1427336512544684,7,80,1,15
tanh,40,1.149052716603007,7,80,1,15
rbf_l2,40,1.1309303531631185,7,80,1,15
lin,60,1.094195729407635,7,80,1,15
tanh,60,1.108172561292444,7,80,1,15
rbf_l2,60,1.0995652828687468,7,80,1,15
lin,80,1.0853127139935113,7,80,1,15
tanh,80,1.089480402619191,7,80,1,15
rbf_l2,80,1.0774656260365172,7,80,1,15
lin,120,1.0844289789404922,7,80,1,15
tanh,120,1.0668525669746638,7,80,1,15
rbf_l2,120,1.0735201906504872,7,80,1,15
lin,140,1.0919342694002878,7,80,1,15
tanh,140,1.0588298743016948,7,80,1,15
rbf_l2,140,1.0665934879800043,7,80,1,15
lin,160,1.0793286713812065,7,80,1,15
tanh,160,1.0448615237426169,7,80,1,15
rbf_l2,160,1.040272456286881,7,80,1,15
lin,40,1.1157060752203913,7,80,3,15
tanh,40,1.1551053592724323,7,80,3,15
rbf_l2,40,1.148368326373946,7,80,3,15
lin,60,1.0956769697207571,7,80,3,15
tanh,60,1.109657446584397,7,80,3,15
rbf_l2,60,1.1104091127384335,7,80,3,15
lin,80,1.0934895358900092,7,80,3,15
tanh,80,1.0932572718932247,7,80,3,15
rbf_l2,80,1.087402127352671,7,80,3,15
lin,120,1.0938732929103478,7,80,3,15
tanh,120,1.0528283047423526,7,80,3,15
rbf_l2,120,1.0580713073241221,7,80,3,15
lin,140,1.0856067660586932,7,80,3,15
tanh,140,1.040865705144463,7,80,3,15
rbf_l2,140,1.0488357893314149,7,80,3,15
lin,160,1.0942683135394968,7,80,3,15
tanh,160,1.0624105916138888,7,80,3,15
rbf_l2,160,1.0583028492141113,7,80,3,15
lin,40,1.1423824238607412,7,80,5,15
tanh,40,1.1509645238496706,7,80,5,15
rbf_l2,40,1.1356515838712478,7,80,5,15
lin,60,1.1054868999515801,7,80,5,15
tanh,60,1.1030078692478609,7,80,5,15
rbf_l2,60,1.1089101431487376,7,80,5,15
lin,80,1.0925826370286997,7,80,5,15
tanh,80,1.0894998947567578,7,80,5,15
rbf_l2,80,1.0869401012080533,7,80,5,15
lin,120,1.0877129464467028,7,80,5,15
tanh,120,1.0596339493318008,7,80,5,15
rbf_l2,120,1.0552966624136804,7,80,5,15
lin,140,1.0936552533769306,7,80,5,15
tanh,140,1.0544051039847564,7,80,5,15
rbf_l2,140,1.053875618326597,7,80,5,15
lin,160,1.0930124703509967,7,80,5,15
tanh,160,1.0469039070990989,7,80,5,15
rbf_l2,160,1.047472379001728,7,80,5,15
lin,50,1.118050240503941,2,100,1,15
tanh,50,1.1397628764953687,2,100,1,15
rbf_l2,50,1.1500991656078203,2,100,1,15
lin,75,1.10085720370263,2,100,1,15
tanh,75,1.1202029121234864,2,100,1,15
rbf_l2,75,1.1196108134750122,2,100,1,15
lin,100,1.0881098669387808,2,100,1,15
tanh,100,1.0788915318107972,2,100,1,15
rbf_l2,100,1.0952638626593603,2,100,1,15
lin,150,1.0928741708047536,2,100,1,15
tanh,150,1.072245993832651,2,100,1,15
rbf_l2,150,1.0669894923229537,2,100,1,15
lin,175,1.092365248881858,2,100,1,15
tanh,175,1.062250959084467,2,100,1,15
rbf_l2,175,1.0562917015139888,2,100,1,15
lin,200,1.0891914603573178,2,100,1,15
tanh,200,1.0536478703666614,2,100,1,15
rbf_l2,200,1.0580592657644545,2,100,1,15
lin,50,1.12712453266751,2,100,3,15
tanh,50,1.1407271181387748,2,100,3,15
rbf_l2,50,1.1402272535405364,2,100,3,15
lin,75,1.1107139078662063,2,100,3,15
tanh,75,1.11092006549256,2,100,3,15
rbf_l2,75,1.11033649219241,2,100,3,15
lin,100,1.0961112870741314,2,100,3,15
tanh,100,1.087441861661023,2,100,3,15
rbf_l2,100,1.099088775517202,2,100,3,15
lin,150,1.093478500507095,2,100,3,15
tanh,150,1.0614590483243709,2,100,3,15
rbf_l2,150,1.065903348553259,2,100,3,15
lin,175,1.0977631257524805,2,100,3,15
tanh,175,1.0612580137577603,2,100,3,15
rbf_l2,175,1.0616861560173594,2,100,3,15
lin,200,1.0919063987200044,2,100,3,15
tanh,200,1.0459487578984743,2,100,3,15
rbf_l2,200,1.0678495979368001,2,100,3,15
lin,50,1.1336354315619985,2,100,5,15
tanh,50,1.1513634148668301,2,100,5,15
rbf_l2,50,1.1275781336399204,2,100,5,15
lin,75,1.0953487877130357,2,100,5,15
tanh,75,1.1023857289586845,2,100,5,15
rbf_l2,75,1.1002839333759131,2,100,5,15
lin,100,1.1011658034129617,2,100,5,15
tanh,100,1.0931275647312177,2,100,5,15
rbf_l2,100,1.095440644314074,2,100,5,15
lin,150,1.0928624356532253,2,100,5,15
tanh,150,1.0668642025041613,2,100,5,15
rbf_l2,150,1.0741966881440923,2,100,5,15
lin,175,1.0976721637178488,2,100,5,15
tanh,175,1.0646810690116673,2,100,5,15
rbf_l2,175,1.0676979774118291,2,100,5,15
lin,200,1.0886290461847479,2,100,5,15
tanh,200,1.045241815027525,2,100,5,15
rbf_l2,200,1.0505094716353789,2,100,5,15
lin,50,1.1118114461520021,5,100,1,15
tanh,50,1.1285507990549961,5,100,1,15
rbf_l2,50,1.1431242839318645,5,100,1,15
lin,75,1.0948732984594298,5,100,1,15
tanh,75,1.1108999179828847,5,100,1,15
rbf_l2,75,1.108635692580864,5,100,1,15
lin,100,1.0905832805634996,5,100,1,15
tanh,100,1.0678217917478066,5,100,1,15
rbf_l2,100,1.088934016724527,5,100,1,15
lin,150,1.0908828791215341,5,100,1,15
tanh,150,1.0487067005694315,5,100,1,15
rbf_l2,150,1.0687761789657744,5,100,1,15
lin,175,1.097787128732679,5,100,1,15
tanh,175,1.0491240138892177,5,100,1,15
rbf_l2,175,1.0520308292635765,5,100,1,15
lin,200,1.0864719818822364,5,100,1,15
tanh,200,1.057302914336746,5,100,1,15
rbf_l2,200,1.0436042145382591,5,100,1,15
lin,50,1.1125186618728538,5,100,3,15
tanh,50,1.1272880019852525,5,100,3,15
rbf_l2,50,1.1277729536269447,5,100,3,15
lin,75,1.0964960649025763,5,100,3,15
tanh,75,1.101701112787293,5,100,3,15
rbf_l2,75,1.0985216800927147,5,100,3,15
lin,100,1.0838221396321956,5,100,3,15
tanh,100,1.084047299410495,5,100,3,15
rbf_l2,100,1.092397967614027,5,100,3,15
lin,150,1.092668479113509,5,100,3,15
tanh,150,1.0621979914413462,5,100,3,15
rbf_l2,150,1.0598867407697106,5,100,3,15
lin,175,1.0830226860640968,5,100,3,15
tanh,175,1.0432908701247687,5,100,3,15
rbf_l2,175,1.0489655251146999,5,100,3,15
lin,200,1.0883771631797734,5,100,3,15
tanh,200,1.0474728149502095,5,100,3,15
rbf_l2,200,1.0455211109593903,5,100,3,15
lin,50,1.101590786828647,5,100,5,15
tanh,50,1.1450699696793056,5,100,5,15
rbf_l2,50,1.1452645311481984,5,100,5,15
lin,75,1.09831256187681,5,100,5,15
tanh,75,1.1086716358486692,5,100,5,15
rbf_l2,75,1.1128230410654922,5,100,5,15
lin,100,1.0849732041837419,5,100,5,15
tanh,100,1.080606320475422,5,100,5,15
rbf_l2,100,1.0900548315826302,5,100,5,15
lin,150,1.090502474069881,5,100,5,15
tanh,150,1.0561194170076713,5,100,5,15
rbf_l2,150,1.053554727641189,5,100,5,15
lin,175,1.0847484635747076,5,100,5,15
tanh,175,1.0428798966625954,5,100,5,15
rbf_l2,175,1.0501514921148078,5,100,5,15
lin,200,1.0902376179666802,5,100,5,15
tanh,200,1.0440179212762477,5,100,5,15
rbf_l2,200,1.0472071364416384,5,100,5,15
lin,50,1.1223010193524492,7,100,1,15
tanh,50,1.1264565154100175,7,100,1,15
rbf_l2,50,1.1217850542618253,7,100,1,15
lin,75,1.1006183306360213,7,100,1,15
tanh,75,1.0917120916728025,7,100,1,15
rbf_l2,75,1.1038705161130304,7,100,1,15
lin,100,1.09059096268591,7,100,1,15
tanh,100,1.0854830502891613,7,100,1,15
rbf_l2,100,1.0891672893342335,7,100,1,15
lin,150,1.090737424674455,7,100,1,15
tanh,150,1.0472968296595029,7,100,1,15
rbf_l2,150,1.054229741381701,7,100,1,15
lin,175,1.091761476642568,7,100,1,15
tanh,175,1.0451744127955886,7,100,1,15
rbf_l2,175,1.0375400256557223,7,100,1,15
lin,200,1.0883882230407347,7,100,1,15
tanh,200,1.0414832100482583,7,100,1,15
rbf_l2,200,1.0467765429538418,7,100,1,15
lin,50,1.120254671717719,7,100,3,15
tanh,50,1.1192467677963012,7,100,3,15
rbf_l2,50,1.124227123009056,7,100,3,15
lin,75,1.1083269910139895,7,100,3,15
tanh,75,1.0813683368936962,7,100,3,15
rbf_l2,75,1.1012798349807198,7,100,3,15
lin,100,1.0914576410758343,7,100,3,15
tanh,100,1.069886741740039,7,100,3,15
rbf_l2,100,1.0812784610496533,7,100,3,15
lin,150,1.0780279300105438,7,100,3,15
tanh,150,1.0662793045772263,7,100,3,15
rbf_l2,150,1.0722051604245002,7,100,3,15
lin,175,1.0886936399360976,7,100,3,15
tanh,175,1.042462526046427,7,100,3,15
rbf_l2,175,1.0632259040902183,7,100,3,15
lin,200,1.0850456340998236,7,100,3,15
tanh,200,1.0414907188472473,7,100,3,15
rbf_l2,200,1.0372948129219428,7,100,3,15
lin,50,1.1229181599089313,7,100,5,15
tanh,50,1.139749539460044,7,100,5,15
rbf_l2,50,1.1338611754062968,7,100,5,15
lin,75,1.1062813773765023,7,100,5,15
tanh,75,1.0905496532452112,7,100,5,15
rbf_l2,75,1.1148803549368942,7,100,5,15
lin,100,1.0905956026936763,7,100,5,15
tanh,100,1.0818667659846424,7,100,5,15
rbf_l2,100,1.0813958288299141,7,100,5,15
lin,150,1.0887964805697354,7,100,5,15
tanh,150,1.057835717900742,7,100,5,15
rbf_l2,150,1.063850940736987,7,100,5,15
lin,175,1.084045248162727,7,100,5,15
tanh,175,1.0558907827586275,7,100,5,15
rbf_l2,175,1.047023962367956,7,100,5,15
lin,200,1.0895324863410532,7,100,5,15
tanh,200,1.0460445174914104,7,100,5,15
rbf_l2,200,1.0411411711767797,7,100,5,15
lin,65,1.1433646354209073,2,130,1,15
tanh,65,1.128583430554328,2,130,1,15
rbf_l2,65,1.1239889805406023,2,130,1,15
lin,97,1.1133511303858572,2,130,1,15
tanh,97,1.1012550676549109,2,130,1,15
rbf_l2,97,1.1011609944516645,2,130,1,15
lin,130,1.0739438270315629,2,130,1,15
tanh,130,1.0748585614196515,2,130,1,15
rbf_l2,130,1.091064184454002,2,130,1,15
lin,195,1.100491406142924,2,130,1,15
tanh,195,1.0591952220813732,2,130,1,15
rbf_l2,195,1.0637982555146306,2,130,1,15
lin,227,1.086474558655882,2,130,1,15
tanh,227,1.0529906802193039,2,130,1,15
rbf_l2,227,1.0379354497576712,2,130,1,15
lin,260,1.0795388437314994,2,130,1,15
tanh,260,1.0474950237231928,2,130,1,15
rbf_l2,260,1.0538759114032943,2,130,1,15
lin,65,1.1182118572013173,2,130,3,15
tanh,65,1.1428333109995,2,130,3,15
rbf_l2,65,1.134098711038203,2,130,3,15
lin,97,1.1103750697845443,2,130,3,15
tanh,97,1.0943600707192251,2,130,3,15
rbf_l2,97,1.1069847456158584,2,130,3,15
lin,130,1.0844280973740954,2,130,3,15
tanh,130,1.0763350042147504,2,130,3,15
rbf_l2,130,1.0956140191383752,2,130,3,15
lin,195,1.093157208856407,2,130,3,15
tanh,195,1.0615864737240375,2,130,3,15
rbf_l2,195,1.0646705931663016,2,130,3,15
lin,227,1.0931273194064128,2,130,3,15
tanh,227,1.0588044000358092,2,130,3,15
rbf_l2,227,1.0488558156790995,2,130,3,15
lin,260,1.0834415223891938,2,130,3,15
tanh,260,1.0548715276845595,2,130,3,15
rbf_l2,260,1.059048481421596,2,130,3,15
lin,65,1.1254077580955046,2,130,5,15
tanh,65,1.1188997306608295,2,130,5,15
rbf_l2,65,1.1276810997188613,2,130,5,15
lin,97,1.1097584341110598,2,130,5,15
tanh,97,1.108711972354598,2,130,5,15
rbf_l2,97,1.1082729568747642,2,130,5,15
lin,130,1.0871365331103702,2,130,5,15
tanh,130,1.0772632840797347,2,130,5,15
rbf_l2,130,1.0905192379004742,2,130,5,15
lin,195,1.090533322163291,2,130,5,15
tanh,195,1.0531429961729442,2,130,5,15
rbf_l2,195,1.061216144186658,2,130,5,15
lin,227,1.1002922310365841,2,130,5,15
tanh,227,1.0398672983566528,2,130,5,15
rbf_l2,227,1.0534838622986762,2,130,5,15
lin,260,1.0992019617441442,2,130,5,15
tanh,260,1.0475360525621908,2,130,5,15
rbf_l2,260,1.0583983212674788,2,130,5,15
lin,65,1.1248773127617866,5,130,1,15
tanh,65,1.1198759029927445,5,130,1,15
rbf_l2,65,1.1093695763683091,5,130,1,15
lin,97,1.1042834144062275,5,130,1,15
tanh,97,1.0997943240557881,5,130,1,15
rbf_l2,97,1.0932848994250572,5,130,1,15
lin,130,1.0802367604788903,5,130,1,15
tanh,130,1.0741248403655457,5,130,1,15
rbf_l2,130,1.0913304342357857,5,130,1,15
lin,195,1.0739448475794915,5,130,1,15
tanh,195,1.055855140453159,5,130,1,15
rbf_l2,195,1.045907205714326,5,130,1,15
lin,227,1.0754023686939735,5,130,1,15
tanh,227,1.0442365271149883,5,130,1,15
rbf_l2,227,1.0465917760841572,5,130,1,15
lin,260,1.0780426010873432,5,130,1,15
tanh,260,1.0512952774155038,5,130,1,15
rbf_l2,260,1.0348310912099103,5,130,1,15
lin,65,1.1215567761763139,5,130,3,15
tanh,65,1.1172758572731172,5,130,3,15
rbf_l2,65,1.1053836728936919,5,130,3,15
lin,97,1.089197678655316,5,130,3,15
tanh,97,1.0898710521795139,5,130,3,15
rbf_l2,97,1.1043755458920355,5,130,3,15
lin,130,1.0838618939464548,5,130,3,15
tanh,130,1.0673609058727467,5,130,3,15
rbf_l2,130,1.0854196209645184,5,130,3,15
lin,195,1.0792483119798686,5,130,3,15
tanh,195,1.0688407162212656,5,130,3,15
rbf_l2,195,1.0609863326529223,5,130,3,15
lin,227,1.0777449637627918,5,130,3,15
tanh,227,1.037241033422235,5,130,3,15
rbf_l2,227,1.0412259529565258,5,130,3,15
lin,260,1.0835207532149986,5,130,3,15
tanh,260,1.0365098018440109,5,130,3,15
rbf_l2,260,1.0292996455420127,5,130,3,15
lin,65,1.1151990460463592,5,130,5,15
tanh,65,1.1236718341408882,5,130,5,15
rbf_l2,65,1.1194698284836897,5,130,5,15
lin,97,1.09796632006503,5,130,5,15
tanh,97,1.1065541866331325,5,130,5,15
rbf_l2,97,1.0987416433030655,5,130,5,15
lin,130,1.086237387012159,5,130,5,15
tanh,130,1.06730594761432,5,130,5,15
rbf_l2,130,1.0777117944330237,5,130,5,15
lin,195,1.0897205229952447,5,130,5,15
tanh,195,1.0577447389623582,5,130,5,15
rbf_l2,195,1.050905453937911,5,130,5,15
lin,227,1.0871979055610501,5,130,5,15
tanh,227,1.0451161956446557,5,130,5,15
rbf_l2,227,1.048332942669484,5,130,5,15
lin,260,1.0854096532618018,5,130,5,15
tanh,260,1.0483631244310514,5,130,5,15
rbf_l2,260,1.0296698442359544,5,130,5,15
lin,65,1.1240212708644381,7,130,1,15
tanh,65,1.1035601978917557,7,130,1,15
rbf_l2,65,1.1333941866601476,7,130,1,15
lin,97,1.0953509770712933,7,130,1,15
tanh,97,1.0952582243583207,7,130,1,15
rbf_l2,97,1.0843852136031589,7,130,1,15
lin,130,1.0825719351407144,7,130,1,15
tanh,130,1.0779151564439906,7,130,1,15
rbf_l2,130,1.0819681607378473,7,130,1,15
lin,195,1.089369971062978,7,130,1,15
tanh,195,1.0580459254806185,7,130,1,15
rbf_l2,195,1.0412541562406026,7,130,1,15
lin,227,1.078407334002725,7,130,1,15
tanh,227,1.0570864607569277,7,130,1,15
rbf_l2,227,1.0477931698955463,7,130,1,15
lin,260,1.0867453153725453,7,130,1,15
tanh,260,1.0455491879242274,7,130,1,15
rbf_l2,260,1.0392381627077287,7,130,1,15
lin,65,1.115130900775804,7,130,3,15
tanh,65,1.1228884368343999,7,130,3,15
rbf_l2,65,1.1158296931188034,7,130,3,15
lin,97,1.0855115502803048,7,130,3,15
tanh,97,1.0808612843738656,7,130,3,15
rbf_l2,97,1.1007061392866402,7,130,3,15
lin,130,1.077087783512248,7,130,3,15
tanh,130,1.0837095580148222,7,130,3,15
rbf_l2,130,1.0803849343867362,7,130,3,15
lin,195,1.0769830360857107,7,130,3,15
tanh,195,1.0486624114332599,7,130,3,15
rbf_l2,195,1.0493083780564993,7,130,3,15
lin,227,1.078567013167181,7,130,3,15
tanh,227,1.0475030297133947,7,130,3,15
rbf_l2,227,1.0400156967331056,7,130,3,15
lin,260,1.087722391137793,7,130,3,15
tanh,260,1.045041766404056,7,130,3,15
rbf_l2,260,1.0423545557778655,7,130,3,15
lin,65,1.1204912876189623,7,130,5,15
tanh,65,1.1353848385437773,7,130,5,15
rbf_l2,65,1.1118331978229334,7,130,5,15
lin,97,1.1034289741525636,7,130,5,15
tanh,97,1.085686257622939,7,130,5,15
rbf_l2,97,1.1034081005278034,7,130,5,15
lin,130,1.0886124455416386,7,130,5,15
tanh,130,1.0762015193726038,7,130,5,15
rbf_l2,130,1.0798078219161418,7,130,5,15
lin,195,1.0857897659845965,7,130,5,15
tanh,195,1.0527717144284847,7,130,5,15
rbf_l2,195,1.0462025029122852,7,130,5,15
lin,227,1.0852156396678716,7,130,5,15
tanh,227,1.0353844916337551,7,130,5,15
rbf_l2,227,1.0468127087813026,7,130,5,15
lin,260,1.0826904311185228,7,130,5,15
tanh,260,1.0277018364706998,7,130,5,15
rbf_l2,260,1.0410951862093485,7,130,5,15
lin,75,1.1182752456896234,2,150,1,15
tanh,75,1.1221164513495654,2,150,1,15
rbf_l2,75,1.1073485291759826,2,150,1,15
lin,112,1.108668128098517,2,150,1,15
tanh,112,1.0998416190921323,2,150,1,15
rbf_l2,112,1.0986037511026034,2,150,1,15
lin,150,1.0925583880183543,2,150,1,15
tanh,150,1.0828264456459837,2,150,1,15
rbf_l2,150,1.0879881028535723,2,150,1,15
lin,225,1.0919447357726273,2,150,1,15
