elm_func,elm_n_neurons,MAE,w2vwindow_size,w2vdimensions,w2vword_min_count,w2vtraining_epochs
tanh,225,1.0628294917628576,2,150,1,15
rbf_l2,225,1.0608840528877566,2,150,1,15
lin,262,1.0881065897001292,2,150,1,15
tanh,262,1.05480637010489,2,150,1,15
rbf_l2,262,1.058137976672168,2,150,1,15
lin,300,1.093999246628922,2,150,1,15
tanh,300,1.041508864905858,2,150,1,15
rbf_l2,300,1.0500459579400812,2,150,1,15
lin,75,1.1220524520341957,2,150,3,15
tanh,75,1.1348244853479597,2,150,3,15
rbf_l2,75,1.1245217374736007,2,150,3,15
lin,112,1.1063341784346923,2,150,3,15
tanh,112,1.0898724165330094,2,150,3,15
rbf_l2,112,1.1152099760020675,2,150,3,15
lin,150,1.0838046792936713,2,150,3,15
tanh,150,1.07539575391607,2,150,3,15
rbf_l2,150,1.1004412074328769,2,150,3,15
lin,225,1.0965903912540254,2,150,3,15
tanh,225,1.067464358075689,2,150,3,15
rbf_l2,225,1.0706698756197375,2,150,3,15
lin,262,1.0861602153940044,2,150,3,15
tanh,262,1.0477162669905917,2,150,3,15
rbf_l2,262,1.0651043966021514,2,150,3,15
lin,300,1.0843063882386197,2,150,3,15
tanh,300,1.0375551335521491,2,150,3,15
rbf_l2,300,1.050976569187317,2,150,3,15
lin,75,1.1220404492973572,2,150,5,15
tanh,75,1.1358447142827983,2,150,5,15
rbf_l2,75,1.1182219675588245,2,150,5,15
lin,112,1.099264650717196,2,150,5,15
tanh,112,1.105489134102369,2,150,5,15
rbf_l2,112,1.1022893332134955,2,150,5,15
lin,150,1.0910086596469342,2,150,5,15
tanh,150,1.0872190333086134,2,150,5,15
rbf_l2,150,1.087305020157693,2,150,5,15
lin,225,1.094168613294381,2,150,5,15
tanh,225,1.0504129421410817,2,150,5,15
rbf_l2,225,1.0448271680642622,2,150,5,15
lin,262,1.0871737921635305,2,150,5,15
tanh,262,1.0367841330731442,2,150,5,15
rbf_l2,262,1.058589798171278,2,150,5,15
lin,300,1.083254204502786,2,150,5,15
tanh,300,1.0498650237532496,2,150,5,15
rbf_l2,300,1.0373241198378311,2,150,5,15
lin,75,1.1242554442000738,5,150,1,15
tanh,75,1.1111366581568958,5,150,1,15
rbf_l2,75,1.1306653108703746,5,150,1,15
lin,112,1.094713167492788,5,150,1,15
tanh,112,1.1005812763203398,5,150,1,15
rbf_l2,112,1.0928805573159397,5,150,1,15
lin,150,1.088042470708982,5,150,1,15
tanh,150,1.0746685252006125,5,150,1,15
rbf_l2,150,1.0849509751383881,5,150,1,15
lin,225,1.0837464625823863,5,150,1,15
tanh,225,1.0533283675264529,5,150,1,15
rbf_l2,225,1.0555974248426285,5,150,1,15
lin,262,1.0743534386369968,5,150,1,15
tanh,262,1.041411478203218,5,150,1,15
rbf_l2,262,1.041585832987732,5,150,1,15
lin,300,1.0796927454372116,5,150,1,15
tanh,300,1.0388745961857149,5,150,1,15
rbf_l2,300,1.0442755190121213,5,150,1,15
lin,75,1.1265802531302775,5,150,3,15
tanh,75,1.1155922460763343,5,150,3,15
rbf_l2,75,1.1174590278383574,5,150,3,15
lin,112,1.1036172551374903,5,150,3,15
tanh,112,1.0886886813314858,5,150,3,15
rbf_l2,112,1.0933279610366138,5,150,3,15
lin,150,1.0825101705217919,5,150,3,15
tanh,150,1.0745133466380117,5,150,3,15
rbf_l2,150,1.0823378653487243,5,150,3,15
lin,225,1.0716751512729634,5,150,3,15
tanh,225,1.0418340173585647,5,150,3,15
rbf_l2,225,1.0522733087957026,5,150,3,15
lin,262,1.079068542009832,5,150,3,15
tanh,262,1.048485469055258,5,150,3,15
rbf_l2,262,1.041392634362874,5,150,3,15
lin,300,1.0774409067043484,5,150,3,15
tanh,300,1.0396765331672178,5,150,3,15
rbf_l2,300,1.0387526262014422,5,150,3,15
lin,75,1.1263602035416382,5,150,5,15
tanh,75,1.1145786026677764,5,150,5,15
rbf_l2,75,1.1096769074714894,5,150,5,15
lin,112,1.0971051628894706,5,150,5,15
tanh,112,1.0831404705415544,5,150,5,15
rbf_l2,112,1.0911927175383518,5,150,5,15
lin,150,1.085417941868569,5,150,5,15
tanh,150,1.0686561080038202,5,150,5,15
rbf_l2,150,1.085691790758873,5,150,5,15
lin,225,1.0833847588677343,5,150,5,15
tanh,225,1.0547481792891618,5,150,5,15
rbf_l2,225,1.056303346674784,5,150,5,15
lin,262,1.0807753483920843,5,150,5,15
tanh,262,1.0323656526561213,5,150,5,15
rbf_l2,262,1.0424200063806346,5,150,5,15
lin,300,1.0820666024581989,5,150,5,15
tanh,300,1.037230851715396,5,150,5,15
rbf_l2,300,1.0390895808092613,5,150,5,15
lin,75,1.122491605831605,7,150,1,15
tanh,75,1.0960812140383305,7,150,1,15
rbf_l2,75,1.1322314611260502,7,150,1,15
lin,112,1.0935244847103684,7,150,1,15
tanh,112,1.0818768809402537,7,150,1,15
rbf_l2,112,1.0893617290817035,7,150,1,15
lin,150,1.0832917007450795,7,150,1,15
tanh,150,1.075307555703328,7,150,1,15
rbf_l2,150,1.0789929122585242,7,150,1,15
lin,225,1.0711782550945426,7,150,1,15
tanh,225,1.0428357386115243,7,150,1,15
rbf_l2,225,1.0475896146882817,7,150,1,15
lin,262,1.0862116332369705,7,150,1,15
tanh,262,1.0419495708246178,7,150,1,15
rbf_l2,262,1.0430193128661593,7,150,1,15
lin,300,1.0794667234637711,7,150,1,15
tanh,300,1.0436069808164772,7,150,1,15
rbf_l2,300,1.0315294593356998,7,150,1,15
lin,75,1.0990709428205667,7,150,3,15
tanh,75,1.1054459305333044,7,150,3,15
rbf_l2,75,1.1271227468220657,7,150,3,15
lin,112,1.092201771139227,7,150,3,15
tanh,112,1.0907581105957342,7,150,3,15
rbf_l2,112,1.0947142580436644,7,150,3,15
lin,150,1.079580731612085,7,150,3,15
tanh,150,1.0731833056206657,7,150,3,15
rbf_l2,150,1.0885415463820993,7,150,3,15
lin,225,1.0839808126472308,7,150,3,15
tanh,225,1.0380730848096789,7,150,3,15
rbf_l2,225,1.0517306467606318,7,150,3,15
lin,262,1.0792858802050769,7,150,3,15
tanh,262,1.0386667146367075,7,150,3,15
rbf_l2,262,1.0428828312541174,7,150,3,15
lin,300,1.0769710633561638,7,150,3,15
tanh,300,1.0405320131391447,7,150,3,15
rbf_l2,300,1.0337469768003633,7,150,3,15
lin,75,1.122923382831118,7,150,5,15
tanh,75,1.1174421418734686,7,150,5,15
rbf_l2,75,1.120034247961397,7,150,5,15
lin,112,1.0936834945977743,7,150,5,15
tanh,112,1.0905643751887235,7,150,5,15
rbf_l2,112,1.1009410426805213,7,150,5,15
lin,150,1.0774633809587086,7,150,5,15
tanh,150,1.065304497809134,7,150,5,15
rbf_l2,150,1.081654885010658,7,150,5,15
lin,225,1.0782466744845345,7,150,5,15
tanh,225,1.0468236468261645,7,150,5,15
rbf_l2,225,1.044765088585465,7,150,5,15
lin,262,1.0836373940652224,7,150,5,15
tanh,262,1.0447418193544742,7,150,5,15
rbf_l2,262,1.0385218003528538,7,150,5,15
lin,300,1.0872006647714147,7,150,5,15
tanh,300,1.0242645654726539,7,150,5,15
rbf_l2,300,1.0287362704445722,7,150,5,15
lin,100,1.1114622213586236,2,200,1,15
tanh,100,1.1206642455269098,2,200,1,15
rbf_l2,100,1.1229503333714324,2,200,1,15
lin,150,1.0866887030923589,2,200,1,15
tanh,150,1.086538209222471,2,200,1,15
rbf_l2,150,1.0960418744974312,2,200,1,15
lin,200,1.0824400300896246,2,200,1,15
tanh,200,1.0789558170765763,2,200,1,15
rbf_l2,200,1.0789356652863273,2,200,1,15
lin,300,1.086110089744944,2,200,1,15
tanh,300,1.0591653046105194,2,200,1,15
rbf_l2,300,1.0522359400673145,2,200,1,15
lin,350,1.0815108437218437,2,200,1,15
tanh,350,1.0463037391417431,2,200,1,15
rbf_l2,350,1.0508393865051153,2,200,1,15
lin,400,1.0832216403298665,2,200,1,15
tanh,400,1.0456771444784334,2,200,1,15
rbf_l2,400,1.0442942216129572,2,200,1,15
lin,100,1.1168059484475605,2,200,3,15
tanh,100,1.1034106792171436,2,200,3,15
rbf_l2,100,1.125308983536846,2,200,3,15
lin,150,1.0868386392933107,2,200,3,15
tanh,150,1.0927813282677485,2,200,3,15
rbf_l2,150,1.1001236723604861,2,200,3,15
lin,200,1.0862002526023589,2,200,3,15
tanh,200,1.0727908409566314,2,200,3,15
rbf_l2,200,1.0816498835813386,2,200,3,15
lin,300,1.0795469493965646,2,200,3,15
tanh,300,1.049728749958091,2,200,3,15
rbf_l2,300,1.05478890216891,2,200,3,15
lin,350,1.0809660720327503,2,200,3,15
tanh,350,1.0534559918377155,2,200,3,15
rbf_l2,350,1.0463032343927954,2,200,3,15
lin,400,1.0815164419589132,2,200,3,15
tanh,400,1.0522908974020813,2,200,3,15
rbf_l2,400,1.0351648959968478,2,200,3,15
lin,100,1.1163207516956275,2,200,5,15
tanh,100,1.1173985562749391,2,200,5,15
rbf_l2,100,1.1146009380916133,2,200,5,15
lin,150,1.0938096068948284,2,200,5,15
tanh,150,1.0909924666329514,2,200,5,15
rbf_l2,150,1.0928499764865323,2,200,5,15
lin,200,1.07505030468799,2,200,5,15
tanh,200,1.072452967163266,2,200,5,15
rbf_l2,200,1.0793484599946894,2,200,5,15
lin,300,1.075677210029323,2,200,5,15
tanh,300,1.0447702470061762,2,200,5,15
rbf_l2,300,1.054171889093285,2,200,5,15
lin,350,1.0864897949983754,2,200,5,15
tanh,350,1.037912821868425,2,200,5,15
rbf_l2,350,1.0365103372584423,2,200,5,15
lin,400,1.0796357944206718,2,200,5,15
tanh,400,1.033798235867724,2,200,5,15
rbf_l2,400,1.040419806062523,2,200,5,15
lin,100,1.1147633136659285,5,200,1,15
tanh,100,1.1014735589333369,5,200,1,15
rbf_l2,100,1.099488421994805,5,200,1,15
lin,150,1.0890666350475235,5,200,1,15
tanh,150,1.0835431088333896,5,200,1,15
rbf_l2,150,1.0913087006805404,5,200,1,15
lin,200,1.068774756122385,5,200,1,15
tanh,200,1.0717390596168488,5,200,1,15
rbf_l2,200,1.076620184525757,5,200,1,15
lin,300,1.077527592483894,5,200,1,15
tanh,300,1.0402349282963397,5,200,1,15
rbf_l2,300,1.0478251700190846,5,200,1,15
lin,350,1.076675618392738,5,200,1,15
tanh,350,1.0451741122365523,5,200,1,15
rbf_l2,350,1.0305894873203405,5,200,1,15
lin,400,1.074533249794857,5,200,1,15
tanh,400,1.0348960363681654,5,200,1,15
rbf_l2,400,1.0277722151242954,5,200,1,15
lin,100,1.1048742191593695,5,200,3,15
tanh,100,1.108449898336657,5,200,3,15
rbf_l2,100,1.101334351940031,5,200,3,15
lin,150,1.0828782918824367,5,200,3,15
tanh,150,1.0890461837390863,5,200,3,15
rbf_l2,150,1.0931288404136987,5,200,3,15
lin,200,1.0797364361405712,5,200,3,15
tanh,200,1.0707863481200341,5,200,3,15
rbf_l2,200,1.075478305057256,5,200,3,15
lin,300,1.0817880677140848,5,200,3,15
tanh,300,1.0496084793656792,5,200,3,15
rbf_l2,300,1.0357856759753072,5,200,3,15
lin,350,1.081532602535606,5,200,3,15
tanh,350,1.038626385589073,5,200,3,15
rbf_l2,350,1.0308609763573173,5,200,3,15
lin,400,1.0788786939801973,5,200,3,15
tanh,400,1.0299171084341627,5,200,3,15
rbf_l2,400,1.0424797794853045,5,200,3,15
lin,100,1.107529695791908,5,200,5,15
tanh,100,1.1133901256721912,5,200,5,15
rbf_l2,100,1.0995322751485326,5,200,5,15
lin,150,1.0816871710127507,5,200,5,15
tanh,150,1.0869458756693686,5,200,5,15
rbf_l2,150,1.1020244946766409,5,200,5,15
lin,200,1.0808616314582022,5,200,5,15
tanh,200,1.0717842846623984,5,200,5,15
rbf_l2,200,1.0762964876895884,5,200,5,15
lin,300,1.0824102205514277,5,200,5,15
tanh,300,1.0339797571747416,5,200,5,15
rbf_l2,300,1.0449174062820747,5,200,5,15
lin,350,1.0822821000897513,5,200,5,15
tanh,350,1.0424101883685597,5,200,5,15
rbf_l2,350,1.0435118997794448,5,200,5,15
lin,400,1.0842880935623298,5,200,5,15
tanh,400,1.0428331817236853,5,200,5,15
rbf_l2,400,1.0317001630635312,5,200,5,15
lin,100,1.0984699748893034,7,200,1,15
tanh,100,1.0941802484963694,7,200,1,15
rbf_l2,100,1.0977416770722823,7,200,1,15
lin,150,1.0819918775816713,7,200,1,15
tanh,150,1.0692040304965247,7,200,1,15
rbf_l2,150,1.0897205509270547,7,200,1,15
lin,200,1.0722961480057651,7,200,1,15
tanh,200,1.0694000970321667,7,200,1,15
rbf_l2,200,1.0578480706820037,7,200,1,15
lin,300,1.0787520968711584,7,200,1,15
tanh,300,1.0323982535629193,7,200,1,15
rbf_l2,300,1.038013821918529,7,200,1,15
lin,350,1.0750014065394589,7,200,1,15
tanh,350,1.0431671615006464,7,200,1,15
rbf_l2,350,1.033086690307166,7,200,1,15
lin,400,1.072945204258907,7,200,1,15
tanh,400,1.0319566972827812,7,200,1,15
rbf_l2,400,1.0367209055217959,7,200,1,15
lin,100,1.1127846030561903,7,200,3,15
tanh,100,1.0946325421604874,7,200,3,15
rbf_l2,100,1.1114745276899622,7,200,3,15
lin,150,1.0862791661128375,7,200,3,15
tanh,150,1.0774891025154831,7,200,3,15
rbf_l2,150,1.0798766205120676,7,200,3,15
lin,200,1.0851389391778423,7,200,3,15
tanh,200,1.0739300242770955,7,200,3,15
rbf_l2,200,1.0782391315542117,7,200,3,15
lin,300,1.0682947346874823,7,200,3,15
tanh,300,1.0429635227213527,7,200,3,15
rbf_l2,300,1.0429856550854502,7,200,3,15
lin,350,1.074721619921467,7,200,3,15
tanh,350,1.045326578731568,7,200,3,15
rbf_l2,350,1.0390886010778235,7,200,3,15
lin,400,1.074246157704459,7,200,3,15
tanh,400,1.0286872864186503,7,200,3,15
rbf_l2,400,1.0336119446854766,7,200,3,15
lin,100,1.1029974908432147,7,200,5,15
tanh,100,1.1046760556577868,7,200,5,15
rbf_l2,100,1.102481967768105,7,200,5,15
lin,150,1.092769391043419,7,200,5,15
tanh,150,1.0877010803585185,7,200,5,15
rbf_l2,150,1.086062004666735,7,200,5,15
lin,200,1.0756687575961548,7,200,5,15
tanh,200,1.0644830911232546,7,200,5,15
rbf_l2,200,1.0805875240130098,7,200,5,15
lin,300,1.079004162238005,7,200,5,15
tanh,300,1.0377395456578549,7,200,5,15
rbf_l2,300,1.0512923310458178,7,200,5,15
lin,350,1.0696720663344084,7,200,5,15
tanh,350,1.038799827791556,7,200,5,15
rbf_l2,350,1.0399067706664584,7,200,5,15
lin,400,1.0753771536637022,7,200,5,15
tanh,400,1.0380397897423375,7,200,5,15
rbf_l2,400,1.0258890081742345,7,200,5,15
lin,150,1.103749089567274,2,300,1,15
tanh,150,1.0874084192086266,2,300,1,15
rbf_l2,150,1.1119053255004618,2,300,1,15
lin,225,1.0869178603001113,2,300,1,15
tanh,225,1.0826346213308011,2,300,1,15
rbf_l2,225,1.0845049785041776,2,300,1,15
lin,300,1.0780689861049628,2,300,1,15
tanh,300,1.0791316128530986,2,300,1,15
rbf_l2,300,1.0788049193400595,2,300,1,15
lin,450,1.0789058975387884,2,300,1,15
tanh,450,1.0493379780461085,2,300,1,15
rbf_l2,450,1.0477104291661399,2,300,1,15
lin,525,1.0851546099043874,2,300,1,15
tanh,525,1.040075197054535,2,300,1,15
rbf_l2,525,1.0481090665297732,2,300,1,15
lin,600,1.0748385259204527,2,300,1,15
tanh,600,1.041795500722312,2,300,1,15
rbf_l2,600,1.0414283252699845,2,300,1,15
lin,150,1.0979227611864757,2,300,3,15
tanh,150,1.1092554920486015,2,300,3,15
rbf_l2,150,1.0980296910758018,2,300,3,15
lin,225,1.0824377909924146,2,300,3,15
tanh,225,1.0837173788680277,2,300,3,15
rbf_l2,225,1.076511631547437,2,300,3,15
lin,300,1.0853170878446061,2,300,3,15
tanh,300,1.0626101941296142,2,300,3,15
rbf_l2,300,1.0776118543845,2,300,3,15
lin,450,1.0785270430912113,2,300,3,15
tanh,450,1.0486607482161951,2,300,3,15
rbf_l2,450,1.0405508950731157,2,300,3,15
lin,525,1.0760719746261782,2,300,3,15
tanh,525,1.0481970678134935,2,300,3,15
rbf_l2,525,1.0517989844087738,2,300,3,15
lin,600,1.0850691488085258,2,300,3,15
tanh,600,1.0457726030049257,2,300,3,15
rbf_l2,600,1.035880631502891,2,300,3,15
lin,150,1.0993009663771747,2,300,5,15
tanh,150,1.1060734699526729,2,300,5,15
rbf_l2,150,1.0970907075462164,2,300,5,15
lin,225,1.085259036274969,2,300,5,15
tanh,225,1.0791989191274447,2,300,5,15
rbf_l2,225,1.0832080218493276,2,300,5,15
lin,300,1.0817534681704157,2,300,5,15
tanh,300,1.0594412803712034,2,300,5,15
rbf_l2,300,1.0709384748525577,2,300,5,15
lin,450,1.0789255910359834,2,300,5,15
tanh,450,1.0518132866652992,2,300,5,15
rbf_l2,450,1.0543254138214917,2,300,5,15
lin,525,1.0762678274459954,2,300,5,15
tanh,525,1.0465902117836148,2,300,5,15
rbf_l2,525,1.0466314829101526,2,300,5,15
lin,600,1.0739594989240655,2,300,5,15
tanh,600,1.0458724308890075,2,300,5,15
rbf_l2,600,1.049658358165956,2,300,5,15
lin,150,1.0918363179464572,5,300,1,15
tanh,150,1.0972427567852976,5,300,1,15
rbf_l2,150,1.101120830760697,5,300,1,15
lin,225,1.0776158212545621,5,300,1,15
tanh,225,1.0752023433387148,5,300,1,15
rbf_l2,225,1.094458098991748,5,300,1,15
lin,300,1.0676593859049546,5,300,1,15
tanh,300,1.0592004091121887,5,300,1,15
rbf_l2,300,1.0712642060331812,5,300,1,15
lin,450,1.075149356425097,5,300,1,15
tanh,450,1.0473774946481655,5,300,1,15
rbf_l2,450,1.0347438187815068,5,300,1,15
lin,525,1.075629078373531,5,300,1,15
tanh,525,1.028151046051137,5,300,1,15
rbf_l2,525,1.0303309793147253,5,300,1,15
lin,600,1.0785926654079474,5,300,1,15
tanh,600,1.0459254293491127,5,300,1,15
rbf_l2,600,1.0316061331344497,5,300,1,15
lin,150,1.0853145410533223,5,300,3,15
tanh,150,1.0800063746413833,5,300,3,15
rbf_l2,150,1.101558364740594,5,300,3,15
lin,225,1.0812725584137208,5,300,3,15
tanh,225,1.0821159952302655,5,300,3,15
rbf_l2,225,1.0923820552536472,5,300,3,15
lin,300,1.0756130499363714,5,300,3,15
tanh,300,1.0539836613357165,5,300,3,15
rbf_l2,300,1.0805056316379105,5,300,3,15
lin,450,1.0800379591556308,5,300,3,15
tanh,450,1.0397908488922236,5,300,3,15
rbf_l2,450,1.053384830521464,5,300,3,15
lin,525,1.0704858530321484,5,300,3,15
tanh,525,1.0447525482026323,5,300,3,15
rbf_l2,525,1.0368230850670066,5,300,3,15
lin,600,1.0707770788925202,5,300,3,15
tanh,600,1.0342128042245617,5,300,3,15
rbf_l2,600,1.0359978377819061,5,300,3,15
lin,150,1.098607184288571,5,300,5,15
tanh,150,1.0986981346654336,5,300,5,15
rbf_l2,150,1.090971022686538,5,300,5,15
lin,225,1.0768989996270375,5,300,5,15
tanh,225,1.0845187285736837,5,300,5,15
rbf_l2,225,1.083423066590344,5,300,5,15
lin,300,1.0687798426379866,5,300,5,15
tanh,300,1.0644151834397977,5,300,5,15
rbf_l2,300,1.0755155582917335,5,300,5,15
lin,450,1.068086113343802,5,300,5,15
tanh,450,1.0435347327716047,5,300,5,15
rbf_l2,450,1.0377417692420954,5,300,5,15
lin,525,1.0655088724773691,5,300,5,15
tanh,525,1.0469604264076917,5,300,5,15
rbf_l2,525,1.029029004483029,5,300,5,15
lin,600,1.076282165997251,5,300,5,15
tanh,600,1.034502081163482,5,300,5,15
rbf_l2,600,1.0350821382871438,5,300,5,15
lin,150,1.089150782117814,7,300,1,15
tanh,150,1.089550465734718,7,300,1,15
rbf_l2,150,1.0860556215153667,7,300,1,15
lin,225,1.0805854081348405,7,300,1,15
tanh,225,1.0756577955996576,7,300,1,15
rbf_l2,225,1.0816029552244486,7,300,1,15
lin,300,1.0739238714173382,7,300,1,15
tanh,300,1.068042086784989,7,300,1,15
rbf_l2,300,1.0679426853078682,7,300,1,15
lin,450,1.0830600998885456,7,300,1,15
tanh,450,1.0407926147690656,7,300,1,15
rbf_l2,450,1.0509942786282713,7,300,1,15
lin,525,1.0730211340929068,7,300,1,15
tanh,525,1.0438030411590202,7,300,1,15
rbf_l2,525,1.0402308180199387,7,300,1,15
lin,600,1.0701179116270003,7,300,1,15
tanh,600,1.0355932956696985,7,300,1,15
rbf_l2,600,1.0339220979375063,7,300,1,15
lin,150,1.0850760611234542,7,300,3,15
tanh,150,1.098454665138355,7,300,3,15
rbf_l2,150,1.0938036062964005,7,300,3,15
lin,225,1.077605464680251,7,300,3,15
tanh,225,1.0702379194954363,7,300,3,15
rbf_l2,225,1.0848574313180221,7,300,3,15
lin,300,1.0712702800835114,7,300,3,15
tanh,300,1.058012710192758,7,300,3,15
rbf_l2,300,1.064458781960995,7,300,3,15
lin,450,1.0722306417490732,7,300,3,15
tanh,450,1.0447227404452712,7,300,3,15
rbf_l2,450,1.0415205246086339,7,300,3,15
lin,525,1.066952010870048,7,300,3,15
tanh,525,1.0317421550775827,7,300,3,15
rbf_l2,525,1.0307461738214247,7,300,3,15
lin,600,1.0655148710504068,7,300,3,15
tanh,600,1.0346544843621155,7,300,3,15
rbf_l2,600,1.0326781555375248,7,300,3,15
lin,150,1.0910510327312946,7,300,5,15
tanh,150,1.0975353035898312,7,300,5,15
rbf_l2,150,1.0968951852252904,7,300,5,15
lin,225,1.0901988941481362,7,300,5,15
tanh,225,1.0734889449397813,7,300,5,15
rbf_l2,225,1.0860590512958403,7,300,5,15
lin,300,1.07409742775816,7,300,5,15
tanh,300,1.0588646437057667,7,300,5,15
rbf_l2,300,1.0626338066543357,7,300,5,15
lin,450,1.0742361947856032,7,300,5,15
tanh,450,1.0362598121622146,7,300,5,15
rbf_l2,450,1.0403500961279017,7,300,5,15
lin,525,1.066051186924836,7,300,5,15
tanh,525,1.0406883136644187,7,300,5,15
rbf_l2,525,1.0368560800779671,7,300,5,15
lin,600,1.0728491865450875,7,300,5,15
tanh,600,1.0251537277705816,7,300,5,15
rbf_l2,600,1.0306065616652496,7,300,5,15
