svr__C,svr__epsilon,svr__kernel,vect__analyzer,vect__ngram_range,vect__preprocessor,mean_test_score,std_test_score,rank_test_score,mean_fit_time
0.1,0.01,linear,char,"(1, 5)",rmstop_clean_stem,-1.8170833710170855,0.047407524070910846,147,1.3434283137321472
0.1,0.01,linear,char,"(2, 6)",rmstop_clean_stem,-1.8305434443954949,0.049506160166062296,156,1.4216004610061646
0.1,0.01,linear,char,"(4, 12)",rmstop_clean_stem,-1.9626826210678412,0.059262676237112503,197,2.601459264755249
0.1,0.01,linear,char,"(6, 8)",rmstop_clean_stem,-1.9443195272515688,0.059705855495333617,178,1.0312355756759644
0.1,0.01,rbf,char,"(1, 5)",rmstop_clean_stem,-2.009765617442694,0.06399407539915436,210,1.273414969444275
0.1,0.01,rbf,char,"(2, 6)",rmstop_clean_stem,-2.037779709040154,0.06859416128702887,223,1.4101201891899109
0.1,0.01,rbf,char,"(4, 12)",rmstop_clean_stem,-2.115018449361761,0.0977287971737196,255,2.6873931288719177
0.1,0.01,rbf,char,"(6, 8)",rmstop_clean_stem,-2.1020911500415167,0.09151363744505119,246,1.0234149098396301
0.1,0.01,poly,char,"(1, 5)",rmstop_clean_stem,-2.132699252012417,0.09786006041659749,269,1.2920737862586975
0.1,0.01,poly,char,"(2, 6)",rmstop_clean_stem,-2.175205456807547,0.11614186310706452,312,1.4182547330856323
0.1,0.01,poly,char,"(4, 12)",rmstop_clean_stem,-2.214918248457912,0.12684436705948274,348,2.641357123851776
0.1,0.01,poly,char,"(6, 8)",rmstop_clean_stem,-2.2079563073040385,0.12513867819779487,340,1.0162967443466187
0.1,0.025,linear,char,"(1, 5)",rmstop_clean_stem,-1.8165767325887507,0.04739220204964973,146,1.3085826635360718
0.1,0.025,linear,char,"(2, 6)",rmstop_clean_stem,-1.8307223214867974,0.04948153271400968,157,1.472571074962616
0.1,0.025,linear,char,"(4, 12)",rmstop_clean_stem,-1.962598533111489,0.05903763139361516,196,2.6483107805252075
0.1,0.025,linear,char,"(6, 8)",rmstop_clean_stem,-1.9445702589321372,0.0595402009567133,180,0.9959266781806946
0.1,0.025,rbf,char,"(1, 5)",rmstop_clean_stem,-2.009638253622856,0.06362246783425383,208,1.2851035594940186
0.1,0.025,rbf,char,"(2, 6)",rmstop_clean_stem,-2.0374487730053747,0.06756057442749709,221,1.3515177965164185
0.1,0.025,rbf,char,"(4, 12)",rmstop_clean_stem,-2.1148673812068832,0.09520747951415313,254,2.663959503173828
0.1,0.025,rbf,char,"(6, 8)",rmstop_clean_stem,-2.102036280343108,0.0892422713846569,245,1.0312289595603943
0.1,0.025,poly,char,"(1, 5)",rmstop_clean_stem,-2.1324091027147376,0.0952213272352054,267,1.3319694995880127
0.1,0.025,poly,char,"(2, 6)",rmstop_clean_stem,-2.173810630403231,0.11344680497623816,311,1.460939884185791
0.1,0.025,poly,char,"(4, 12)",rmstop_clean_stem,-2.213022766471077,0.1238048513342713,347,2.677687644958496
0.1,0.025,poly,char,"(6, 8)",rmstop_clean_stem,-2.2061526222673673,0.12215879432025278,338,1.0623881220817566
0.1,0.05,linear,char,"(1, 5)",rmstop_clean_stem,-1.8158852937227714,0.047082537535918303,144,1.2577579617500305
0.1,0.05,linear,char,"(2, 6)",rmstop_clean_stem,-1.8309318650027067,0.04951364091135613,159,1.4881881475448608
0.1,0.05,linear,char,"(4, 12)",rmstop_clean_stem,-1.9631547651636134,0.05912756294732994,198,2.6093653440475464
0.1,0.05,linear,char,"(6, 8)",rmstop_clean_stem,-1.944403724624762,0.05910950025090102,179,0.9999634623527527
0.1,0.05,rbf,char,"(1, 5)",rmstop_clean_stem,-2.009732560243967,0.06285152109944454,209,1.3007275462150574
0.1,0.05,rbf,char,"(2, 6)",rmstop_clean_stem,-2.0367679929393914,0.06629503920047167,220,1.371045172214508
0.1,0.05,rbf,char,"(4, 12)",rmstop_clean_stem,-2.1147955629704285,0.09119454227502932,253,2.620942771434784
0.1,0.05,rbf,char,"(6, 8)",rmstop_clean_stem,-2.102191917001452,0.0855971926742116,247,1.0728344321250916
0.1,0.05,poly,char,"(1, 5)",rmstop_clean_stem,-2.1322367265918576,0.09105091893228144,266,1.304690420627594
0.1,0.05,poly,char,"(2, 6)",rmstop_clean_stem,-2.172738208872955,0.1087299809645074,310,1.4530669450759888
0.1,0.05,poly,char,"(4, 12)",rmstop_clean_stem,-2.210006943876582,0.11870841968180468,342,2.601411819458008
0.1,0.05,poly,char,"(6, 8)",rmstop_clean_stem,-2.203314578187984,0.11719861582274055,335,1.0506935119628906
0.1,0.1,linear,char,"(1, 5)",rmstop_clean_stem,-1.8162643677370522,0.046296429543928146,145,1.3242132067680359
0.1,0.1,linear,char,"(2, 6)",rmstop_clean_stem,-1.8310460282231185,0.04960665437562395,160,1.3983598947525024
0.1,0.1,linear,char,"(4, 12)",rmstop_clean_stem,-1.9642925499275368,0.05828948046696933,199,2.6243411898612976
0.1,0.1,linear,char,"(6, 8)",rmstop_clean_stem,-1.9437067928626277,0.057648870634456825,176,0.9686892628669739
0.1,0.1,rbf,char,"(1, 5)",rmstop_clean_stem,-2.011122625668366,0.06191853815101674,211,1.2492101192474365
0.1,0.1,rbf,char,"(2, 6)",rmstop_clean_stem,-2.037516905930983,0.06470043529840659,222,1.4097136855125427
0.1,0.1,rbf,char,"(4, 12)",rmstop_clean_stem,-2.115513875914626,0.08345518589835924,256,2.648297369480133
0.1,0.1,rbf,char,"(6, 8)",rmstop_clean_stem,-2.103004313242587,0.07877828517950727,249,1.0117124915122986
0.1,0.1,poly,char,"(1, 5)",rmstop_clean_stem,-2.1331628058718834,0.08334564385848842,271,1.3353179693222046
0.1,0.1,poly,char,"(2, 6)",rmstop_clean_stem,-2.1719265966717187,0.09936538307101973,308,1.4608998894691467
0.1,0.1,poly,char,"(4, 12)",rmstop_clean_stem,-2.2047366395253802,0.10877978740391195,337,2.609222888946533
0.1,0.1,poly,char,"(6, 8)",rmstop_clean_stem,-2.198363769665416,0.10749291854386638,330,1.1020563840866089
0.1,0.15,linear,char,"(1, 5)",rmstop_clean_stem,-1.8176164214286024,0.046098776765720134,148,1.2460448741912842
0.1,0.15,linear,char,"(2, 6)",rmstop_clean_stem,-1.830882580574993,0.04940627131411423,158,1.3670597076416016
0.1,0.15,linear,char,"(4, 12)",rmstop_clean_stem,-1.9666382017234911,0.05821552363644233,201,2.5703818798065186
0.1,0.15,linear,char,"(6, 8)",rmstop_clean_stem,-1.9472099259829574,0.05715674468213483,182,0.9726629257202148
0.1,0.15,rbf,char,"(1, 5)",rmstop_clean_stem,-2.012826533759522,0.06100119158765218,213,1.2773872017860413
0.1,0.15,rbf,char,"(2, 6)",rmstop_clean_stem,-2.0409023058556124,0.06415361574590552,224,1.426123857498169
0.1,0.15,rbf,char,"(4, 12)",rmstop_clean_stem,-2.1169063868031834,0.07636690917862494,258,2.601274073123932
0.1,0.15,rbf,char,"(6, 8)",rmstop_clean_stem,-2.104853330438965,0.07288978094778882,250,1.0399413108825684
0.1,0.15,poly,char,"(1, 5)",rmstop_clean_stem,-2.1345355400195296,0.07639034652077634,273,1.3592825531959534
0.1,0.15,poly,char,"(2, 6)",rmstop_clean_stem,-2.1726305715211067,0.09047976007975535,309,1.4178956747055054
0.1,0.15,poly,char,"(4, 12)",rmstop_clean_stem,-2.200509644855744,0.09937273118391421,333,2.64442378282547
0.1,0.15,poly,char,"(6, 8)",rmstop_clean_stem,-2.195865758735807,0.0981698983440047,327,0.9999854564666748
0.1,0.25,linear,char,"(1, 5)",rmstop_clean_stem,-1.821771386797639,0.04846374497239685,151,1.2538979649543762
0.1,0.25,linear,char,"(2, 6)",rmstop_clean_stem,-1.8349159025484867,0.050240676710597426,162,1.3827364444732666
0.1,0.25,linear,char,"(4, 12)",rmstop_clean_stem,-1.9778349741109584,0.060784372061931456,205,2.4413368701934814
0.1,0.25,linear,char,"(6, 8)",rmstop_clean_stem,-1.9551845839411477,0.06112573735897125,191,0.9725508093833923
0.1,0.25,rbf,char,"(1, 5)",rmstop_clean_stem,-2.0207429619707447,0.060517228359890526,215,1.28908771276474
0.1,0.25,rbf,char,"(2, 6)",rmstop_clean_stem,-2.0489511577665933,0.06251229663817416,232,1.4148789048194885
0.1,0.25,rbf,char,"(4, 12)",rmstop_clean_stem,-2.1222519182442,0.06723754785758534,260,2.66148042678833
0.1,0.25,rbf,char,"(6, 8)",rmstop_clean_stem,-2.1116773312802093,0.06650862393347494,251,1.0554707050323486
0.1,0.25,poly,char,"(1, 5)",rmstop_clean_stem,-2.141026502982631,0.06769936111408484,301,1.3406838774681091
0.1,0.25,poly,char,"(2, 6)",rmstop_clean_stem,-2.1767122097191622,0.07544758408602183,314,1.4454464316368103
0.1,0.25,poly,char,"(4, 12)",rmstop_clean_stem,-2.2002499290385837,0.08223062543453204,331,2.644138216972351
0.1,0.25,poly,char,"(6, 8)",rmstop_clean_stem,-2.1966688425829926,0.0812398317282586,328,1.0479227304458618
0.1,0.4,linear,char,"(1, 5)",rmstop_clean_stem,-1.8277884834393152,0.051751013392533504,154,1.1754758954048157
0.1,0.4,linear,char,"(2, 6)",rmstop_clean_stem,-1.8388201154744335,0.053272656111238,164,1.2928207516670227
0.1,0.4,linear,char,"(4, 12)",rmstop_clean_stem,-1.9904985459904307,0.06456284391398076,206,2.449044704437256
0.1,0.4,linear,char,"(6, 8)",rmstop_clean_stem,-1.9657208924568632,0.0650822092464913,200,0.9413444995880127
0.1,0.4,rbf,char,"(1, 5)",rmstop_clean_stem,-2.036643199749747,0.06420854609704264,218,1.21475350856781
0.1,0.4,rbf,char,"(2, 6)",rmstop_clean_stem,-2.0671268887617678,0.06489892087511527,238,1.3198267817497253
0.1,0.4,rbf,char,"(4, 12)",rmstop_clean_stem,-2.1428787077877036,0.06615626607070432,302,2.4834700226783752
0.1,0.4,rbf,char,"(6, 8)",rmstop_clean_stem,-2.132779615120395,0.06650982175501258,270,1.0460691452026367
0.1,0.4,poly,char,"(1, 5)",rmstop_clean_stem,-2.163981805705155,0.06702371521185696,303,1.3045142889022827
0.1,0.4,poly,char,"(2, 6)",rmstop_clean_stem,-2.1939247584025496,0.06720308014971584,322,1.4295790195465088
0.1,0.4,poly,char,"(4, 12)",rmstop_clean_stem,-2.2129044858678695,0.06729800032374825,346,2.6171827912330627
0.1,0.4,poly,char,"(6, 8)",rmstop_clean_stem,-2.209962433719757,0.06737406171704732,341,1.0468644499778748
0.1,1.0,linear,char,"(1, 5)",rmstop_clean_stem,-1.8339320702927422,0.03465501193148394,161,0.9718290567398071
0.1,1.0,linear,char,"(2, 6)",rmstop_clean_stem,-1.8429903833585652,0.037634180014753965,165,1.0389832854270935
0.1,1.0,linear,char,"(4, 12)",rmstop_clean_stem,-1.9561033866289625,0.047259063702881125,192,2.0506896376609802
0.1,1.0,linear,char,"(6, 8)",rmstop_clean_stem,-1.939141792844236,0.047575506552607526,173,0.7890042662620544
0.1,1.0,rbf,char,"(1, 5)",rmstop_clean_stem,-1.9945264533585636,0.0483721800460251,207,1.0155790448188782
0.1,1.0,rbf,char,"(2, 6)",rmstop_clean_stem,-2.016436958473636,0.049513549044944566,214,1.1171793937683105
0.1,1.0,rbf,char,"(4, 12)",rmstop_clean_stem,-2.0729822237537636,0.05146633009119305,242,2.13139808177948
0.1,1.0,rbf,char,"(6, 8)",rmstop_clean_stem,-2.065690547092517,0.051501220837520206,237,0.8554725646972656
0.1,1.0,poly,char,"(1, 5)",rmstop_clean_stem,-2.0884005843441757,0.05215329422130657,243,1.0889230966567993
0.1,1.0,poly,char,"(2, 6)",rmstop_clean_stem,-2.1121634156035616,0.05255004132627703,252,1.187022626399994
0.1,1.0,poly,char,"(4, 12)",rmstop_clean_stem,-2.1264121001138316,0.05213568349392818,264,2.277199625968933
0.1,1.0,poly,char,"(6, 8)",rmstop_clean_stem,-2.1241886607700233,0.052345558515084385,262,0.8819864988327026
0.01,0.01,linear,char,"(1, 5)",rmstop_clean_stem,-2.1944397324532017,0.1276385459458685,325,1.3631259202957153
0.01,0.01,linear,char,"(2, 6)",rmstop_clean_stem,-2.1973386011865395,0.1291617141253734,329,1.4218870997428894
0.01,0.01,linear,char,"(4, 12)",rmstop_clean_stem,-2.231906728365133,0.1446146928929483,381,2.613172709941864
0.01,0.01,linear,char,"(6, 8)",rmstop_clean_stem,-2.224625243296528,0.14128455652895452,358,1.0350934267044067
0.01,0.01,rbf,char,"(1, 5)",rmstop_clean_stem,-2.2436587378943846,0.14842044505746876,411,1.3007409572601318
0.01,0.01,rbf,char,"(2, 6)",rmstop_clean_stem,-2.2494038525039604,0.15089954985346532,433,1.4452477097511292
0.01,0.01,rbf,char,"(4, 12)",rmstop_clean_stem,-2.2642359811467934,0.15743087193138242,477,2.5898109674453735
0.01,0.01,rbf,char,"(6, 8)",rmstop_clean_stem,-2.261498510646252,0.15611491386470444,471,1.0424643158912659
0.01,0.01,poly,char,"(1, 5)",rmstop_clean_stem,-2.2643485382347306,0.15607152126347268,478,1.3385387659072876
0.01,0.01,poly,char,"(2, 6)",rmstop_clean_stem,-2.271525144652368,0.1593278916019246,503,1.4687789678573608
0.01,0.01,poly,char,"(4, 12)",rmstop_clean_stem,-2.2769217408573708,0.16203482457538174,534,2.714804768562317
0.01,0.01,poly,char,"(6, 8)",rmstop_clean_stem,-2.2760027323646717,0.1615639393149054,524,1.0234814286231995
0.01,0.025,linear,char,"(1, 5)",rmstop_clean_stem,-2.1919704247018355,0.12490895031863129,321,1.3045950531959534
0.01,0.025,linear,char,"(2, 6)",rmstop_clean_stem,-2.1947102059063197,0.12636666081040906,326,1.4140208959579468
0.01,0.025,linear,char,"(4, 12)",rmstop_clean_stem,-2.2292193480097815,0.14134657243659096,371,2.679454028606415
0.01,0.025,linear,char,"(6, 8)",rmstop_clean_stem,-2.2220748102443566,0.13811466422053667,356,1.021017611026764
0.01,0.025,rbf,char,"(1, 5)",rmstop_clean_stem,-2.2408298215719515,0.1449778534510547,404,1.2421090006828308
0.01,0.025,rbf,char,"(2, 6)",rmstop_clean_stem,-2.2465670510268687,0.14738877304321257,429,1.4217789769172668
0.01,0.025,rbf,char,"(4, 12)",rmstop_clean_stem,-2.26130236543828,0.15382331887393302,469,2.6718087792396545
0.01,0.025,rbf,char,"(6, 8)",rmstop_clean_stem,-2.258589739658248,0.15252295175896557,458,1.0273586511611938
0.01,0.025,poly,char,"(1, 5)",rmstop_clean_stem,-2.261433493638386,0.15249902558232595,470,1.3123320937156677
0.01,0.025,poly,char,"(2, 6)",rmstop_clean_stem,-2.2685525133075624,0.1557193973223127,500,1.4796040058135986
0.01,0.025,poly,char,"(4, 12)",rmstop_clean_stem,-2.2739058399091587,0.15838731053694544,510,2.546751916408539
0.01,0.025,poly,char,"(6, 8)",rmstop_clean_stem,-2.272994898620367,0.15792322696465427,508,1.0858557224273682
0.01,0.05,linear,char,"(1, 5)",rmstop_clean_stem,-2.18813303158293,0.11989622560585413,318,1.3359179496765137
0.01,0.05,linear,char,"(2, 6)",rmstop_clean_stem,-2.1907613513044835,0.12127138159834236,320,1.4881936311721802
0.01,0.05,linear,char,"(4, 12)",rmstop_clean_stem,-2.2249789014535226,0.13555038510318002,359,2.632669508457184
0.01,0.05,linear,char,"(6, 8)",rmstop_clean_stem,-2.217924190544683,0.1324427169033016,353,1.0390117764472961
0.01,0.05,rbf,char,"(1, 5)",rmstop_clean_stem,-2.2364304108583397,0.1391290560451167,395,1.3203285932540894
0.01,0.05,rbf,char,"(2, 6)",rmstop_clean_stem,-2.242086610597827,0.14149964311292634,406,1.398373782634735
0.01,0.05,rbf,char,"(4, 12)",rmstop_clean_stem,-2.2566126643792286,0.14782035384745398,444,2.615883767604828
0.01,0.05,rbf,char,"(6, 8)",rmstop_clean_stem,-2.2539423821239604,0.14654653321742916,439,1.0585269331932068
0.01,0.05,poly,char,"(1, 5)",rmstop_clean_stem,-2.2567750132357847,0.14655567628287422,446,1.3232372999191284
0.01,0.05,poly,char,"(2, 6)",rmstop_clean_stem,-2.2637968433601903,0.149713301943797,475,1.4214490056037903
0.01,0.05,poly,char,"(4, 12)",rmstop_clean_stem,-2.2690773969913245,0.1523135788052399,501,2.64441180229187
0.01,0.05,poly,char,"(6, 8)",rmstop_clean_stem,-2.268180049505551,0.15186123724869313,499,1.0859485864639282
0.01,0.1,linear,char,"(1, 5)",rmstop_clean_stem,-2.181479912005781,0.10942820497998773,316,1.3014808297157288
0.01,0.1,linear,char,"(2, 6)",rmstop_clean_stem,-2.184114513257138,0.11062186949656391,317,1.4549967050552368
0.01,0.1,linear,char,"(4, 12)",rmstop_clean_stem,-2.2172660637391464,0.12409464840668369,351,2.5693567991256714
0.01,0.1,linear,char,"(6, 8)",rmstop_clean_stem,-2.2104728221884735,0.12114265350529708,344,1.0351067781448364
0.01,0.1,rbf,char,"(1, 5)",rmstop_clean_stem,-2.2283940430578264,0.12755020151543434,368,1.3476251363754272
0.01,0.1,rbf,char,"(2, 6)",rmstop_clean_stem,-2.2338856418670865,0.12982512843048072,393,1.445268154144287
0.01,0.1,rbf,char,"(4, 12)",rmstop_clean_stem,-2.247985756406506,0.13588509265584633,431,2.6678426861763
0.01,0.1,rbf,char,"(6, 8)",rmstop_clean_stem,-2.2454014295587092,0.13467007313532767,425,0.9999635219573975
0.01,0.1,poly,char,"(1, 5)",rmstop_clean_stem,-2.248211556029627,0.13474450369870558,432,1.3001609444618225
0.01,0.1,poly,char,"(2, 6)",rmstop_clean_stem,-2.255035420806156,0.1377632253642642,441,1.4726155996322632
0.01,0.1,poly,char,"(4, 12)",rmstop_clean_stem,-2.2601670559959666,0.14021854600042788,468,2.6795491576194763
0.01,0.1,poly,char,"(6, 8)",rmstop_clean_stem,-2.259297449531083,0.13979142343212597,467,1.0468245148658752
0.01,0.15,linear,char,"(1, 5)",rmstop_clean_stem,-2.175993804636758,0.09930384911571953,313,1.3203020691871643
0.01,0.15,linear,char,"(2, 6)",rmstop_clean_stem,-2.1785540651636035,0.10040151613420971,315,1.4608514308929443
0.01,0.15,linear,char,"(4, 12)",rmstop_clean_stem,-2.2105837861289914,0.11292159405493463,345,2.6757336854934692
0.01,0.15,linear,char,"(6, 8)",rmstop_clean_stem,-2.204057146618866,0.11015709890265432,336,1.0234565734863281
0.01,0.15,rbf,char,"(1, 5)",rmstop_clean_stem,-2.221381117464929,0.11622326041059218,355,1.324090838432312
0.01,0.15,rbf,char,"(2, 6)",rmstop_clean_stem,-2.2267041313997336,0.11837838741956092,363,1.3866815567016602
0.01,0.15,rbf,char,"(4, 12)",rmstop_clean_stem,-2.2403686123582194,0.12412230072408945,401,2.7076528668403625
0.01,0.15,rbf,char,"(6, 8)",rmstop_clean_stem,-2.2378724469080775,0.12297528215653204,398,1.0351216197013855
0.01,0.15,poly,char,"(1, 5)",rmstop_clean_stem,-2.2406592071705504,0.12311317797079671,403,1.314625322818756
0.01,0.15,poly,char,"(2, 6)",rmstop_clean_stem,-2.247280670832189,0.12597050250242103,430,1.4062023758888245
0.01,0.15,poly,char,"(4, 12)",rmstop_clean_stem,-2.252258650432328,0.1282654515362078,437,2.6441141963005066
0.01,0.15,poly,char,"(6, 8)",rmstop_clean_stem,-2.2514192512338185,0.12786829896206342,436,1.0390319228172302
0.01,0.25,linear,char,"(1, 5)",rmstop_clean_stem,-2.1682044865033347,0.08162049036413997,304,1.3397949934005737
0.01,0.25,linear,char,"(2, 6)",rmstop_clean_stem,-2.1706139055955074,0.08239133299544894,306,1.4491841197013855
0.01,0.25,linear,char,"(4, 12)",rmstop_clean_stem,-2.200334638908246,0.09212385237528496,332,2.6171666383743286
0.01,0.25,linear,char,"(6, 8)",rmstop_clean_stem,-2.194356094021269,0.0898750708950944,324,1.0235320925712585
0.01,0.25,rbf,char,"(1, 5)",rmstop_clean_stem,-2.210449042149955,0.09497904271091454,343,1.353690505027771
0.01,0.25,rbf,char,"(2, 6)",rmstop_clean_stem,-2.21542500871684,0.09678313453411051,349,1.39719957113266
0.01,0.25,rbf,char,"(4, 12)",rmstop_clean_stem,-2.2281902168259116,0.10164897022033507,366,2.5593261122703552
0.01,0.25,rbf,char,"(6, 8)",rmstop_clean_stem,-2.2258761452256803,0.10067867274454857,362,1.0914308428764343
0.01,0.25,poly,char,"(1, 5)",rmstop_clean_stem,-2.2286143924407917,0.10093036077470602,369,1.3763002753257751
0.01,0.25,poly,char,"(2, 6)",rmstop_clean_stem,-2.234815051620086,0.1033719331113927,394,1.4946986436843872
0.01,0.25,poly,char,"(4, 12)",rmstop_clean_stem,-2.2394748717117143,0.10527465009503018,400,2.628770411014557
0.01,0.25,poly,char,"(6, 8)",rmstop_clean_stem,-2.2386944523547943,0.10494529987799561,399,1.0194113850593567
0.01,0.4,linear,char,"(1, 5)",rmstop_clean_stem,-2.1691232616476137,0.06678392088898975,305,1.3515296578407288
0.01,0.4,linear,char,"(2, 6)",rmstop_clean_stem,-2.1714729690902645,0.0671560043010308,307,1.4218257069587708
0.01,0.4,linear,char,"(4, 12)",rmstop_clean_stem,-2.1941121630202876,0.06951089546367795,323,2.597528636455536
0.01,0.4,linear,char,"(6, 8)",rmstop_clean_stem,-2.1904964957344815,0.06870345672942117,319,1.06634920835495
0.01,0.4,rbf,char,"(1, 5)",rmstop_clean_stem,-2.2016698329852895,0.07085277180707054,334,1.3084596991539001
0.01,0.4,rbf,char,"(2, 6)",rmstop_clean_stem,-2.2062856514318363,0.07179058525042428,339,1.4648061990737915
0.01,0.4,rbf,char,"(4, 12)",rmstop_clean_stem,-2.21763677208805,0.07423434974046575,352,2.6466864347457886
0.01,0.4,rbf,char,"(6, 8)",rmstop_clean_stem,-2.2156093226055265,0.07371118762839518,350,0.9921519756317139
0.01,0.4,poly,char,"(1, 5)",rmstop_clean_stem,-2.2182710495764555,0.07403369427793999,354,1.3264919519424438
0.01,0.4,poly,char,"(2, 6)",rmstop_clean_stem,-2.2238055170430266,0.07542238864267188,357,1.5045883655548096
0.01,0.4,poly,char,"(4, 12)",rmstop_clean_stem,-2.227959130165594,0.07643729061084992,365,2.6600987911224365
0.01,0.4,poly,char,"(6, 8)",rmstop_clean_stem,-2.2272707867233397,0.07625972825689971,364,1.0038157105445862
0.01,1.0,linear,char,"(1, 5)",rmstop_clean_stem,-2.100664256223304,0.05206681455795292,244,1.0078479647636414
0.01,1.0,linear,char,"(2, 6)",rmstop_clean_stem,-2.102439948789693,0.052205355438521305,248,1.0936280488967896
0.01,1.0,linear,char,"(4, 12)",rmstop_clean_stem,-2.119276688156492,0.0526677011385974,259,2.1249411702156067
0.01,1.0,linear,char,"(6, 8)",rmstop_clean_stem,-2.1168592068674656,0.05277091738469459,257,0.8359131813049316
0.01,1.0,rbf,char,"(1, 5)",rmstop_clean_stem,-2.123878701452293,0.05260120460011013,261,0.9804114103317261
0.01,1.0,rbf,char,"(2, 6)",rmstop_clean_stem,-2.1263612607814704,0.05265137051891487,263,1.0741586685180664
0.01,1.0,rbf,char,"(4, 12)",rmstop_clean_stem,-2.1325209998951236,0.05275197623570425,268,2.1834290623664856
0.01,1.0,rbf,char,"(6, 8)",rmstop_clean_stem,-2.1317304156389874,0.05276348816529871,265,0.8515971302986145
0.01,1.0,poly,char,"(1, 5)",rmstop_clean_stem,-2.134102530701746,0.05281914324530795,272,1.0585641860961914
0.01,1.0,poly,char,"(2, 6)",rmstop_clean_stem,-2.1365784845025453,0.05283388121200487,276,1.132789134979248
0.01,1.0,poly,char,"(4, 12)",rmstop_clean_stem,-2.138046005750221,0.052783070246784546,281,2.2929108142852783
0.01,1.0,poly,char,"(6, 8)",rmstop_clean_stem,-2.1378178477200165,0.05280519267822455,279,0.9140302538871765
0.001,0.01,linear,char,"(1, 5)",rmstop_clean_stem,-2.275519841124315,0.16340542222873217,518,1.3789847493171692
